"","target_child_id","corpus_name","target_child_age","form","pos","target_child_sex","stem","utterance_id"
"50",2040,"Hall",57.0011704552455,"fights","v","male","fight",593495
"51",2040,"Hall",57.0011704552455,"kiss","v","male","kiss",582231
"52",2040,"Hall",57.0011704552455,"kiss","v","male","kiss",582955
"53",2040,"Hall",57.0011704552455,"kiss","v","male","kiss",641428
"54",2040,"Hall",57.0011704552455,"kissing","part","male","kiss",645294
"55",2040,"Hall",57.0011704552455,"meet","v","male","meet",510553
"56",2040,"Hall",57.0011704552455,"separate","v","male","separate",610659
"57",2040,"Hall",57.0011704552455,"touch","v","male","touch",509583
"58",2040,"Hall",57.0011704552455,"touch","v","male","touch",514131
"59",2040,"Hall",57.0011704552455,"touch","v","male","touch",516068
"60",2040,"Hall",57.0011704552455,"touch","v","male","touch",516114
"61",2040,"Hall",57.0011704552455,"touch","v","male","touch",569065
"62",2040,"Hall",57.0011704552455,"touch","v","male","touch",569139
"63",2040,"Hall",57.0011704552455,"touch","v","male","touch",636524
"64",2040,"Hall",57.0011704552455,"touching","part","male","touch",516185
"65",2040,"Hall",57.0011704552455,"touching","part","male","touch",516185
"66",2053,"Hall",57.0011704552455,"fighting","part","male","fight",548101
"67",2053,"Hall",57.0011704552455,"matching","part","male","match",507710
"68",2053,"Hall",57.0011704552455,"separate","v","male","separate",576884
"69",2053,"Hall",57.0011704552455,"touching","part","male","touch",549069
"70",2065,"Hall",57.0011704552455,"fight","v","male","fight",555795
"71",2065,"Hall",57.0011704552455,"fight","v","male","fight",646563
"72",2065,"Hall",57.0011704552455,"hug","v","male","hug",614760
"73",2065,"Hall",57.0011704552455,"hug","v","male","hug",614789
"74",2077,"Hall",57.0011704552455,"touch","v","male","touch",542639
"75",2077,"Hall",57.0011704552455,"touch","v","male","touch",542679
"76",2077,"Hall",57.0011704552455,"touch","v","male","touch",576881
"77",2091,"Hall",57.0011704552455,"fight","v","male","fight",648464
"78",2091,"Hall",57.0011704552455,"fights","v","male","fight",641583
"79",2091,"Hall",57.0011704552455,"met","part","male","meet",526119
"80",2091,"Hall",57.0011704552455,"touch","v","male","touch",572742
"81",2091,"Hall",57.0011704552455,"touch","v","male","touch",573083
"82",2091,"Hall",57.0011704552455,"touches","v","male","touch",578498
"83",2108,"Hall",57.0011704552455,"fight","v","female","fight",571599
"84",2108,"Hall",57.0011704552455,"fighting","part","female","fight",530696
"85",2108,"Hall",57.0011704552455,"touch","v","female","touch",525063
"86",2108,"Hall",57.0011704552455,"touch","v","female","touch",542236
"87",2108,"Hall",57.0011704552455,"touching","part","female","touch",515758
"88",2112,"Hall",57.0011704552455,"touch","v","female","touch",557690
"89",2112,"Hall",57.0011704552455,"touch","v","female","touch",557843
"90",2127,"Hall",57.0011704552455,"attached","part","male","attach",604223
"91",2127,"Hall",57.0011704552455,"kiss","v","male","kiss",630820
"92",2127,"Hall",57.0011704552455,"married","v","male","marry",539494
"93",2127,"Hall",57.0011704552455,"married","v","male","marry",539530
"94",2127,"Hall",57.0011704552455,"touch","v","male","touch",515389
"95",2127,"Hall",57.0011704552455,"touch","v","male","touch",537813
"96",2127,"Hall",57.0011704552455,"touch","v","male","touch",537837
"97",2127,"Hall",57.0011704552455,"touch","v","male","touch",537869
"98",2127,"Hall",57.0011704552455,"touch","v","male","touch",537940
"99",2127,"Hall",57.0011704552455,"touch","v","male","touch",537979
"100",2127,"Hall",57.0011704552455,"touch","v","male","touch",538093
"101",2127,"Hall",57.0011704552455,"touch","v","male","touch",538192
"102",2127,"Hall",57.0011704552455,"touch","v","male","touch",538249
"103",2127,"Hall",57.0011704552455,"touch","v","male","touch",538321
"104",2127,"Hall",57.0011704552455,"touch","v","male","touch",538355
"105",2127,"Hall",57.0011704552455,"touch","v","male","touch",627494
"106",2127,"Hall",57.0011704552455,"touched","v","male","touch",537748
"107",2127,"Hall",57.0011704552455,"trade","v","male","trade",551174
"108",2130,"Hall",57.0011704552455,"fight","v","male","fight",616626
"109",2130,"Hall",57.0011704552455,"met","v","male","meet",623950
"110",2130,"Hall",57.0011704552455,"met","v","male","meet",623989
"111",2130,"Hall",57.0011704552455,"met","v","male","meet",624700
"112",2141,"Hall",57.0011704552455,"attached","v","female","attach",611285
"113",2141,"Hall",57.0011704552455,"attached","part","female","attach",611879
"114",2141,"Hall",57.0011704552455,"attached","part","female","attach",611972
"115",2141,"Hall",57.0011704552455,"kiss","v","female","kiss",570703
"116",2141,"Hall",57.0011704552455,"kiss","v","female","kiss",570703
"117",2141,"Hall",57.0011704552455,"kisses","v","female","kiss",606921
"118",2141,"Hall",57.0011704552455,"kissing","part","female","kiss",634442
"119",2141,"Hall",57.0011704552455,"marry","v","female","marry",603847
"120",2141,"Hall",57.0011704552455,"marry","v","female","marry",640215
"121",2141,"Hall",57.0011704552455,"meet","v","female","meet",592920
"122",2141,"Hall",57.0011704552455,"met","v","female","meet",602939
"123",2141,"Hall",57.0011704552455,"separate","v","female","separate",515509
"124",2141,"Hall",57.0011704552455,"touching","part","female","touch",568056
"125",2141,"Hall",57.0011704552455,"touching","part","female","touch",568103
"126",2172,"Hall",57.0011704552455,"kissed","v","female","kiss",560379
"127",2172,"Hall",57.0011704552455,"married","part","female","marry",574975
"128",2172,"Hall",57.0011704552455,"touch","v","female","touch",570842
"129",2172,"Hall",57.0011704552455,"touch","v","female","touch",571145
"130",2172,"Hall",57.0011704552455,"touch","v","female","touch",622688
"131",2172,"Hall",57.0011704552455,"touching","part","female","touch",550455
"132",2172,"Hall",57.0011704552455,"touching","part","female","touch",570930
"133",2172,"Hall",57.0011704552455,"touching","part","female","touch",570955
"134",2172,"Hall",57.0011704552455,"touching","part","female","touch",587534
"135",2172,"Hall",57.0011704552455,"touching","part","female","touch",634638
"136",2187,"Hall",57.0011704552455,"touch","v","male","touch",584635
"137",2202,"Hall",57.0011704552455,"attached","v","male","attach",674775
"138",2202,"Hall",57.0011704552455,"fight","v","male","fight",591594
"139",2202,"Hall",57.0011704552455,"fight","v","male","fight",594192
"140",2202,"Hall",57.0011704552455,"fighting","part","male","fight",697559
"141",2202,"Hall",57.0011704552455,"kiss","v","male","kiss",701664
"142",2202,"Hall",57.0011704552455,"kissed","v","male","kiss",600272
"143",2202,"Hall",57.0011704552455,"meet","v","male","meet",680053
"144",2202,"Hall",57.0011704552455,"touch","v","male","touch",558482
"145",2202,"Hall",57.0011704552455,"touch","v","male","touch",582684
"146",2202,"Hall",57.0011704552455,"touch","v","male","touch",680401
"147",2202,"Hall",57.0011704552455,"touch","v","male","touch",762942
"148",2234,"Hall",57.0011704552455,"fighting","part","male","fight",605853
"149",2234,"Hall",57.0011704552455,"touch","v","male","touch",530998
"150",2234,"Hall",57.0011704552455,"touch","v","male","touch",532071
"151",2234,"Hall",57.0011704552455,"touch","v","male","touch",537298
"152",2234,"Hall",57.0011704552455,"touch","v","male","touch",539396
"153",2234,"Hall",57.0011704552455,"touch","v","male","touch",606523
"154",2249,"Hall",57.0011704552455,"fight","v","female","fight",541808
"155",2249,"Hall",57.0011704552455,"fighting","part","female","fight",558603
"156",2264,"Hall",57.0011704552455,"attached","v","female","attach",623134
"157",2264,"Hall",57.0011704552455,"kiss","v","female","kiss",649659
"158",2264,"Hall",57.0011704552455,"separate","v","female","separate",604769
"159",2264,"Hall",57.0011704552455,"touch","v","female","touch",571414
"160",2264,"Hall",57.0011704552455,"touch","v","female","touch",639690
"161",2264,"Hall",57.0011704552455,"touch","v","female","touch",639707
"162",2264,"Hall",57.0011704552455,"touch","v","female","touch",648284
"163",2264,"Hall",57.0011704552455,"trade","v","female","trade",597646
"164",2279,"Hall",57.0011704552455,"connect","v","male","connect",578182
"165",2279,"Hall",57.0011704552455,"meet","v","male","meet",625032
"166",2279,"Hall",57.0011704552455,"touch","v","male","touch",624159
"167",2291,"Hall",57.0011704552455,"fight","v","male","fight",564533
"168",2291,"Hall",57.0011704552455,"kiss","v","male","kiss",646411
"169",2291,"Hall",57.0011704552455,"kiss","v","male","kiss",646416
"170",2291,"Hall",57.0011704552455,"touch","v","male","touch",602344
"171",2291,"Hall",57.0011704552455,"touch","v","male","touch",602360
"172",2302,"Hall",57.0011704552455,"fight","v","female","fight",649383
"173",2302,"Hall",57.0011704552455,"fighting","part","female","fight",553420
"174",2302,"Hall",57.0011704552455,"met","v","female","meet",646421
"175",2302,"Hall",57.0011704552455,"touch","v","female","touch",640894
"176",2315,"Hall",57.0011704552455,"join","v","male","join",708267
"177",2315,"Hall",57.0011704552455,"join","v","male","join",708282
"178",2315,"Hall",57.0011704552455,"join","v","male","join",709330
"179",2315,"Hall",57.0011704552455,"kiss","v","male","kiss",729850
"180",2316,"Hall",57.0011704552455,"fight","v","male","fight",704700
"181",2316,"Hall",57.0011704552455,"fighting","part","male","fight",705178
"182",2316,"Hall",57.0011704552455,"join","v","male","join",740035
"183",2316,"Hall",57.0011704552455,"joined","part","male","join",754775
"184",2316,"Hall",57.0011704552455,"touch","v","male","touch",735110
"185",2316,"Hall",57.0011704552455,"touched","v","male","touch",735263
"186",2317,"Hall",57.0011704552455,"touch","v","male","touch",707987
"187",2319,"Hall",57.0011704552455,"fight","v","female","fight",699457
"188",2319,"Hall",57.0011704552455,"married","part","female","marry",670854
"189",2319,"Hall",57.0011704552455,"touch","v","female","touch",688111
"190",2319,"Hall",57.0011704552455,"touch","v","female","touch",702896
"191",2319,"Hall",57.0011704552455,"touch","v","female","touch",702936
"192",2319,"Hall",57.0011704552455,"touch","v","female","touch",703124
"193",2319,"Hall",57.0011704552455,"touched","v","female","touch",654750
"194",2319,"Hall",57.0011704552455,"touched","v","female","touch",654771
"195",2319,"Hall",57.0011704552455,"touched","v","female","touch",654792
"196",2319,"Hall",57.0011704552455,"touched","v","female","touch",692633
"197",2319,"Hall",57.0011704552455,"touching","part","female","touch",707948
"198",2328,"Hall",57.0011704552455,"touch","v","male","touch",686880
"199",2328,"Hall",57.0011704552455,"touched","v","male","touch",726856
"200",2377,"Hall",57.0011704552455,"attached","part","male","attach",667294
"201",2377,"Hall",57.0011704552455,"attached","part","male","attach",667294
"202",2377,"Hall",57.0011704552455,"attached","v","male","attach",667327
"203",2377,"Hall",57.0011704552455,"attached","v","male","attach",667340
"204",2377,"Hall",57.0011704552455,"touch","v","male","touch",704241
"205",2377,"Hall",57.0011704552455,"touch","v","male","touch",722617
"206",2399,"Hall",57.0011704552455,"attach","v","male","attach",722619
"207",2399,"Hall",57.0011704552455,"attached","part","male","attach",749255
"208",2399,"Hall",57.0011704552455,"fighting","part","male","fight",768543
"209",2399,"Hall",57.0011704552455,"match","v","male","match",756705
"210",2399,"Hall",57.0011704552455,"matching","part","male","match",722903
"211",2399,"Hall",57.0011704552455,"matching","part","male","match",724269
"212",2399,"Hall",57.0011704552455,"meet","v","male","meet",752554
"213",2399,"Hall",57.0011704552455,"meet","v","male","meet",752633
"214",2399,"Hall",57.0011704552455,"touch","v","male","touch",757329
"215",2399,"Hall",57.0011704552455,"touch","v","male","touch",774228
"216",2399,"Hall",57.0011704552455,"touch","v","male","touch",774238
"217",2399,"Hall",57.0011704552455,"touched","v","male","touch",729806
"218",2399,"Hall",57.0011704552455,"touching","part","male","touch",721594
"219",2399,"Hall",57.0011704552455,"touching","part","male","touch",728386
"220",2400,"Hall",57.0011704552455,"fight","v","female","fight",774330
"221",2400,"Hall",57.0011704552455,"fighting","part","female","fight",751004
"222",2400,"Hall",57.0011704552455,"fighting","part","female","fight",751014
"223",2400,"Hall",57.0011704552455,"kissed","v","female","kiss",672290
"224",2400,"Hall",57.0011704552455,"kissing","part","female","kiss",740446
"225",2400,"Hall",57.0011704552455,"kissing","part","female","kiss",740570
"226",2400,"Hall",57.0011704552455,"matches","v","female","match",773265
"227",2400,"Hall",57.0011704552455,"met","v","female","meet",671785
"228",2400,"Hall",57.0011704552455,"met","v","female","meet",769619
"229",2400,"Hall",57.0011704552455,"met","v","female","meet",769631
"230",2400,"Hall",57.0011704552455,"touch","v","female","touch",750972
"231",2400,"Hall",57.0011704552455,"touched","v","female","touch",749599
"232",2400,"Hall",57.0011704552455,"touched","v","female","touch",751026
"233",2400,"Hall",57.0011704552455,"touched","v","female","touch",751046
"234",2402,"Hall",54.0011088523378,"fighting","part","female","fight",709252
"235",2402,"Hall",54.0011088523378,"kissed","v","female","kiss",750424
"236",2402,"Hall",54.0011088523378,"kissed","v","female","kiss",750518
"237",2402,"Hall",54.0011088523378,"kissed","v","female","kiss",750526
"238",2402,"Hall",54.0011088523378,"kissed","v","female","kiss",750533
"239",2402,"Hall",54.0011088523378,"kissed","v","female","kiss",750533
"240",2405,"Hall",57.0011704552455,"fighting","part","female","fight",736363
"241",2405,"Hall",57.0011704552455,"fighting","part","female","fight",768328
"242",2405,"Hall",57.0011704552455,"fighting","part","female","fight",777320
"243",2405,"Hall",57.0011704552455,"met","v","female","meet",750910
"244",2405,"Hall",57.0011704552455,"touch","v","female","touch",704398
"245",2405,"Hall",57.0011704552455,"touch","v","female","touch",704398
"246",2405,"Hall",57.0011704552455,"touch","v","female","touch",730850
"247",2405,"Hall",57.0011704552455,"touch","v","female","touch",730919
"248",2405,"Hall",57.0011704552455,"touched","v","female","touch",775739
"249",2405,"Hall",57.0011704552455,"touching","part","female","touch",698819
"250",2529,"Gopnik",48.0009856465225,"touch","v",NA,"touch",866397
"251",2529,"Gopnik",48.0009856465225,"touch","v",NA,"touch",867232
"252",2529,"Gopnik",48.0009856465225,"touch","v",NA,"touch",867292
"253",2529,"Gopnik",48.0009856465225,"touches","v",NA,"touch",866358
"254",2529,"Gopnik",48.0009856465225,"touches","v",NA,"touch",866397
"255",2543,"Kuczaj",54.6253516499312,"attached","part","male","attach",964943
"256",2543,"Kuczaj",56.6582476026202,"fight","v","male","fight",961506
"257",2543,"Kuczaj",53.6581859997125,"fighting","part","male","fight",959331
"258",2543,"Kuczaj",57.7896876732582,"fighting","part","male","fight",963722
"259",2543,"Kuczaj",48.0995502987741,"hug","v","male","hug",952938
"260",2543,"Kuczaj",48.0995502987741,"hug","v","male","hug",952953
"261",2543,"Kuczaj",48.0995502987741,"hug","v","male","hug",952963
"262",2543,"Kuczaj",58.0340458736319,"meets","v","male","meet",961578
"263",2543,"Kuczaj",56.461118298117,"touch","v","male","touch",961963
"264",2543,"Kuczaj",59.8882933941149,"touch","v","male","touch",964245
"265",2543,"Kuczaj",48.4938089077804,"touched","v","male","touch",954551
"266",2543,"Kuczaj",56.0668596891107,"touched","v","male","touch",962413
"267",2543,"Kuczaj",56.0668596891107,"touched","v","male","touch",962481
"268",2543,"Kuczaj",55.3625331115629,"touches","v","male","touch",961015
"269",2543,"Kuczaj",50.4281402082178,"touching","part","male","touch",960566
"270",2543,"Kuczaj",55.1654038070597,"touching","part","male","touch",961244
"271",2543,"Kuczaj",56.0011499209429,"touching","part","male","touch",961061
"272",2543,"Kuczaj",56.461118298117,"touching","part","male","touch",961703
"273",2543,"Kuczaj",56.461118298117,"touching","part","male","touch",961710
"274",2543,"Kuczaj",56.461118298117,"touching","part","male","touch",961719
"275",2575,"Gleason",50.0338815992115,"touch","v","male","touch",969877
"276",2575,"Gleason",50.0338815992115,"touch","v","male","touch",969902
"277",2575,"Gleason",50.0995913673792,"touch","v","male","touch",1004566
"278",2575,"Gleason",50.0995913673792,"touch","v","male","touch",1004605
"279",2622,"Gleason",50.6581243968049,"touch","v","female","touch",985760
"280",2643,"Gleason",48.6580833281998,"met","v","female","meet",977805
"281",2725,"HSLLD",48.1652600669418,"attached","v","female","attach",1093997
"282",2725,"HSLLD",48.1652600669418,"attached","v","female","attach",1094013
"283",2725,"HSLLD",48.1652600669418,"attached","v","female","attach",1094013
"284",2725,"HSLLD",54.1325283886733,"connected","v","female","connect",1166873
"285",2725,"HSLLD",59.9211482781987,"fight","v","female","fight",1137728
"286",2725,"HSLLD",59.9211482781987,"fight","v","female","fight",1137728
"287",2725,"HSLLD",59.9211482781987,"fight","v","female","fight",1137734
"288",2725,"HSLLD",59.7568738577794,"fight","v","female","fight",1173640
"289",2725,"HSLLD",57.2311546438325,"fight","v","female","fight",1196261
"290",2725,"HSLLD",59.0340664079345,"fighting","part","female","fight",1122641
"291",2725,"HSLLD",49.1981354853282,"fighting","part","female","fight",1144056
"292",2725,"HSLLD",49.1981354853282,"fought","v","female","fight",1144233
"293",2725,"HSLLD",56.2968438776977,"hug","v","female","hug",1140749
"294",2725,"HSLLD",59.2311957124376,"hugging","part","female","hug",1159162
"295",2725,"HSLLD",48.9537772849545,"kiss","v","female","kiss",1121621
"296",2725,"HSLLD",56.9539415593749,"kiss","v","female","kiss",1165871
"297",2725,"HSLLD",57.9868169777614,"kissed","v","female","kiss",1155142
"298",2725,"HSLLD",58.6582886712253,"kissed","v","female","kiss",1177588
"299",2725,"HSLLD",58.3625947144705,"kissing","part","female","kiss",1199018
"300",2725,"HSLLD",48.9537772849545,"marries","v","female","marry",1065885
"301",2725,"HSLLD",49.2967001375798,"match","v","female","match",1097891
"302",2725,"HSLLD",49.2967001375798,"match","v","female","match",1097903
"303",2725,"HSLLD",50.2967206718824,"match","v","female","match",1114717
"304",2725,"HSLLD",48.2638247191934,"match","v","female","match",1119241
"305",2725,"HSLLD",55.0339842707242,"match","v","female","match",1189287
"306",2725,"HSLLD",50.2967206718824,"meet","v","female","meet",1086366
"307",2725,"HSLLD",59.9211482781987,"meet","v","female","meet",1159398
"308",2725,"HSLLD",54.921045606686,"meet","v","female","meet",1173831
"309",2725,"HSLLD",54.921045606686,"meet","v","female","meet",1173854
"310",2725,"HSLLD",56.9539415593749,"met","v","female","meet",1163887
"311",2725,"HSLLD",56.9539415593749,"met","v","female","meet",1164023
"312",2725,"HSLLD",50.0995913673792,"touch","v","female","touch",1099083
"313",2725,"HSLLD",52.9538594221647,"touch","v","female","touch",1186585
"314",2725,"HSLLD",59.7568738577794,"touch","v","female","touch",1254791
"315",2725,"HSLLD",52.9538594221647,"touch","v","female","touch",1260417
"316",2725,"HSLLD",51.3953058584365,"touched","v","female","touch",1173848
"317",2725,"HSLLD",48.6252284441159,"touching","part","female","touch",1080565
"318",3057,"Gelman",49.7566685147539,"hugging","part","female","hug",1396501
"319",3057,"Gelman",59.7240189736956,"match","v","female","match",1391526
"320",3057,"Gelman",59.7240189736956,"matches","v","female","match",1391512
"321",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398140
"322",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398153
"323",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398168
"324",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398184
"325",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398210
"326",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398225
"327",3057,"Gelman",49.7566685147539,"matches","v","female","match",1398255
"328",3057,"Gelman",56.3625536458654,"touch","v","female","touch",1391826
"329",3057,"Gelman",56.3625536458654,"touch","v","female","touch",1392369
"330",3057,"Gelman",56.3625536458654,"touch","v","female","touch",1392440
"331",3330,"Brown",51.2967412061849,"fight","v","male","fight",1787178
"332",3330,"Brown",55.0339842707242,"fighting","part","male","fight",1785971
"333",3330,"Brown",58.7568533234769,"fighting","part","male","fight",1793283
"334",3330,"Brown",58.7568533234769,"fighting","part","male","fight",1793292
"335",3330,"Brown",53.3624920429578,"fighting","part","male","fight",1795545
"336",3330,"Brown",52.0339226678166,"kiss","v","male","kiss",1773766
"337",3330,"Brown",54.7896260703505,"marry","v","male","marry",1789947
"338",3330,"Brown",54.7896260703505,"marry","v","male","marry",1790023
"339",3330,"Brown",54.7896260703505,"marry","v","male","marry",1790042
"340",3330,"Brown",54.7896260703505,"marry","v","male","marry",1790112
"341",3330,"Brown",54.7896260703505,"marry","v","male","marry",1790119
"342",3330,"Brown",54.7896260703505,"marry","v","male","marry",1790132
"343",3330,"Brown",54.7896260703505,"marrying","part","male","marry",1790090
"344",3330,"Brown",51.2967412061849,"match","v","male","match",1773268
"345",3330,"Brown",49.493829442083,"meet","v","male","meet",1773456
"346",3330,"Brown",49.493829442083,"met","v","male","meet",1788866
"347",3330,"Brown",58.7568533234769,"touch","v","male","touch",1793736
"348",3330,"Brown",53.3624920429578,"touch","v","male","touch",1795752
"349",3330,"Brown",55.9539210250724,"touch","v","male","touch",1807551
"350",3330,"Brown",58.7568533234769,"touching","part","male","touch",1792045
"351",3330,"Brown",58.7568533234769,"touching","part","male","touch",1792055
"352",3351,"Brown",53.2639273907062,"connect","v","female","connect",1916545
"353",3351,"Brown",53.2639273907062,"connect","v","female","connect",1916548
"354",3351,"Brown",54.7896260703505,"fight","v","female","fight",1887536
"355",3351,"Brown",54.7896260703505,"fight","v","female","fight",1887543
"356",3351,"Brown",54.7896260703505,"fight","v","female","fight",1887550
"357",3351,"Brown",57.6254132528389,"fight","v","female","fight",1893018
"358",3351,"Brown",58.1983202940512,"fight","v","female","fight",1895187
"359",3351,"Brown",59.625454321444,"fight","v","female","fight",1897049
"360",3351,"Brown",59.625454321444,"fight","v","female","fight",1897060
"361",3351,"Brown",59.132631060186,"fighting","part","female","fight",1900566
"362",3351,"Brown",55.7896466046531,"fighting","part","female","fight",1897589
"363",3351,"Brown",58.6911435553091,"fights","v","female","fight",1894461
"364",3351,"Brown",49.9209429351732,"kiss","v","female","kiss",1877021
"365",3351,"Brown",49.1324257171605,"kiss","v","female","kiss",1886949
"366",3351,"Brown",49.1324257171605,"kiss","v","female","kiss",1886965
"367",3351,"Brown",57.6254132528389,"kiss","v","female","kiss",1892029
"368",3351,"Brown",57.6254132528389,"kissed","v","female","kiss",1891917
"369",3351,"Brown",54.5596418817635,"kissed","v","female","kiss",1900319
"370",3351,"Brown",57.6254132528389,"kissing","part","female","kiss",1892057
"371",3351,"Brown",49.5923940943346,"married","part","female","marry",1877688
"372",3351,"Brown",50.5267048604694,"married","part","female","marry",1877408
"373",3351,"Brown",55.0011293866404,"married","part","female","marry",1887846
"374",3351,"Brown",55.0011293866404,"married","part","female","marry",1887860
"375",3351,"Brown",52.5924556972422,"married","part","female","marry",1889806
"376",3351,"Brown",59.4283250169408,"married","part","female","marry",1899992
"377",3351,"Brown",59.625454321444,"married","part","female","marry",1899586
"378",3351,"Brown",59.625454321444,"married","part","female","marry",1899607
"379",3351,"Brown",55.7896466046531,"marry","v","female","marry",1898623
"380",3351,"Brown",55.7896466046531,"marry","v","female","marry",1898633
"381",3351,"Brown",55.7896466046531,"marry","v","female","marry",1899208
"382",3351,"Brown",55.7896466046531,"marry","v","female","marry",1899915
"383",3351,"Brown",57.3954290642518,"marry","v","female","marry",1895778
"384",3351,"Brown",59.625454321444,"marry","v","female","marry",1899835
"385",3351,"Brown",59.625454321444,"marry","v","female","marry",1899905
"386",3351,"Brown",56.6582476026202,"marry","v","female","marry",1915372
"387",3351,"Brown",56.6582476026202,"marry","v","female","marry",1915372
"388",3351,"Brown",55.7896466046531,"marrying","part","female","marry",1899972
"389",3351,"Brown",52.0339226678166,"match","v","female","match",1889836
"390",3351,"Brown",52.0339226678166,"matches","v","female","match",1889625
"391",3351,"Brown",52.0339226678166,"matches","v","female","match",1889849
"392",3351,"Brown",58.1983202940512,"meeting","part","female","meet",1898715
"393",3351,"Brown",50.7566890490564,"touch","v","female","touch",1874546
"394",3351,"Brown",50.7566890490564,"touch","v","female","touch",1874575
"395",3351,"Brown",50.7566890490564,"touch","v","female","touch",1874719
"396",3351,"Brown",50.7566890490564,"touch","v","female","touch",1874770
"397",3351,"Brown",50.7566890490564,"touch","v","female","touch",1874949
"398",3351,"Brown",49.1324257171605,"touch","v","female","touch",1881071
"399",3351,"Brown",49.1324257171605,"touch","v","female","touch",1881090
"400",3351,"Brown",49.1324257171605,"touch","v","female","touch",1881135
"401",3351,"Brown",53.9538799564673,"touch","v","female","touch",1887432
"402",3351,"Brown",52.5924556972422,"touch","v","female","touch",1889349
"403",3351,"Brown",56.4282634140331,"touch","v","female","touch",1908034
"404",3351,"Brown",50.7566890490564,"touched","v","female","touch",1874635
"405",3351,"Brown",49.1324257171605,"touched","v","female","touch",1881305
"406",3351,"Brown",58.1983202940512,"touching","part","female","touch",1897640
"407",3351,"Brown",58.1983202940512,"touching","part","female","touch",1897663
"408",3351,"Brown",58.1983202940512,"touching","part","female","touch",1897685
"409",3395,"MacWhinney",51.526725394772,"married","part","male","marry",1949627
"410",3459,"Warren",59.0012115238506,"hug","v","male","hug",2035092
