"","form","target_child_id","target_child_age","count","stem"
"167","disagreeing",1999,4,0,"disagree"
"168","equal",1999,4,0,"equal"
"169","equaled",1999,4,0,"equal"
"170","equaling",1999,4,0,"equal"
"171","equals",1999,4,0,"equal"
"172","fight",1999,4,1,"fight"
"173","fighting",1999,4,1,"fight"
"174","fights",1999,4,0,"fight"
"175","fought",1999,4,0,"fight"
"176","friend",1999,4,0,"friend"
"177","friended",1999,4,0,"friend"
"178","friends",1999,4,0,"friend"
"179","hug",1999,4,0,"hug"
"180","hugged",1999,4,0,"hug"
"181","hugging",1999,4,0,"hug"
"182","hugs",1999,4,0,"hug"
"183","join",1999,4,0,"join"
"184","joined",1999,4,0,"join"
"185","joining",1999,4,0,"join"
"186","joins",1999,4,0,"join"
"187","kiss",1999,4,1,"kiss"
"188","kissed",1999,4,0,"kiss"
"189","kisses",1999,4,0,"kiss"
"190","kissing",1999,4,0,"kiss"
"191","married",1999,4,0,"marry"
"192","marries",1999,4,0,"marry"
"193","marry",1999,4,0,"marry"
"194","marrying",1999,4,0,"marry"
"195","match",1999,4,0,"match"
"196","matched",1999,4,0,"match"
"197","matches",1999,4,0,"match"
"198","matching",1999,4,0,"match"
"199","meet",1999,4,1,"meet"
"200","meeting",1999,4,0,"meet"
"201","meets",1999,4,0,"meet"
"202","met",1999,4,0,"meet"
"203","rhyme",1999,4,0,"rhyme"
"204","rhymed",1999,4,0,"rhyme"
"205","rhymes",1999,4,0,"rhyme"
"206","rhyming",1999,4,0,"rhyme"
"207","same",1999,4,0,"same"
"208","separate",1999,4,0,"separate"
"209","separated",1999,4,0,"separate"
"210","separates",1999,4,0,"separate"
"211","separating",1999,4,0,"separate"
"212","share",1999,4,0,"share"
"213","shared",1999,4,0,"share"
"214","shares",1999,4,0,"share"
"215","sharing",1999,4,0,"share"
"216","similar",1999,4,0,"similar"
"217","split",1999,4,0,"split"
"218","splits",1999,4,0,"split"
"219","splitting",1999,4,0,"split"
"220","touch",1999,4,1,"touch"
"221","touch",1999,4,1,"touch"
"222","touched",1999,4,1,"touch"
"223","touches",1999,4,0,"touch"
"224","touching",1999,4,0,"touch"
"225","trade",1999,4,0,"trade"
"226","traded",1999,4,0,"trade"
"227","trades",1999,4,0,"trade"
"228","trading",1999,4,0,"trade"
"229","agree",2006,4,0,"agree"
"230","agreed",2006,4,0,"agree"
"231","agreeing",2006,4,0,"agree"
"232","agrees",2006,4,0,"agree"
"233","argue",2006,4,0,"argue"
"234","argued",2006,4,0,"argue"
"235","argues",2006,4,0,"argue"
"236","arguing",2006,4,0,"argue"
"237","attach",2006,4,0,"attach"
"238","attached",2006,4,0,"attach"
"239","attaches",2006,4,0,"attach"
"240","attaching",2006,4,0,"attach"
"241","bump",2006,4,0,"bump"
"242","bumped",2006,4,0,"bump"
"243","bumping",2006,4,0,"bump"
"244","bumps",2006,4,0,"bump"
"245","chat",2006,4,0,"chat"
"246","chats",2006,4,0,"chat"
"247","chatted",2006,4,0,"chat"
"248","chatting",2006,4,0,"chat"
"249","combine",2006,4,0,"combine"
"250","combined",2006,4,0,"combine"
"251","combines",2006,4,0,"combine"
"252","combining",2006,4,0,"combine"
"253","compete",2006,4,0,"compete"
"254","competed",2006,4,0,"compete"
"255","competes",2006,4,0,"compete"
"256","competing",2006,4,0,"compete"
"257","connect",2006,4,0,"connect"
"258","connected",2006,4,0,"connect"
"259","connecting",2006,4,0,"connect"
"260","connects",2006,4,0,"connect"
"261","cooperate",2006,4,0,"cooperate"
"262","cooperated",2006,4,0,"cooperate"
"263","cooperates",2006,4,0,"cooperate"
"264","cooperating",2006,4,0,"cooperate"
"265","crash",2006,4,0,"crash"
"266","crashed",2006,4,0,"crash"
"267","crashes",2006,4,0,"crash"
"268","crashing",2006,4,0,"crash"
"269","differ",2006,4,0,"differ"
"270","differed",2006,4,0,"differ"
"271","differing",2006,4,0,"differ"
"272","differs",2006,4,0,"differ"
"273","disagree",2006,4,0,"disagree"
"274","disagreed",2006,4,0,"disagree"
"275","disagreeing",2006,4,0,"disagree"
"276","equal",2006,4,0,"equal"
"277","equaled",2006,4,0,"equal"
"278","equaling",2006,4,0,"equal"
"279","equals",2006,4,0,"equal"
"280","fight",2006,4,0,"fight"
"281","fighting",2006,4,0,"fight"
"282","fights",2006,4,0,"fight"
"283","fought",2006,4,0,"fight"
"284","friend",2006,4,0,"friend"
"285","friended",2006,4,0,"friend"
"286","friends",2006,4,0,"friend"
"287","hug",2006,4,0,"hug"
"288","hugged",2006,4,0,"hug"
"289","hugging",2006,4,0,"hug"
"290","hugs",2006,4,0,"hug"
"291","join",2006,4,0,"join"
"292","joined",2006,4,0,"join"
"293","joining",2006,4,0,"join"
"294","joins",2006,4,0,"join"
"295","kiss",2006,4,0,"kiss"
"296","kissed",2006,4,0,"kiss"
"297","kisses",2006,4,0,"kiss"
"298","kissing",2006,4,0,"kiss"
"299","married",2006,4,0,"marry"
"300","marries",2006,4,0,"marry"
"301","marry",2006,4,0,"marry"
"302","marrying",2006,4,0,"marry"
"303","match",2006,4,0,"match"
"304","matched",2006,4,0,"match"
"305","matches",2006,4,0,"match"
"306","matching",2006,4,0,"match"
"307","meet",2006,4,0,"meet"
"308","meeting",2006,4,0,"meet"
"309","meets",2006,4,0,"meet"
"310","met",2006,4,0,"meet"
"311","rhyme",2006,4,0,"rhyme"
"312","rhymed",2006,4,0,"rhyme"
"313","rhymes",2006,4,0,"rhyme"
"314","rhyming",2006,4,0,"rhyme"
"315","same",2006,4,0,"same"
"316","separate",2006,4,0,"separate"
"317","separated",2006,4,0,"separate"
"318","separates",2006,4,0,"separate"
"319","separating",2006,4,0,"separate"
"320","share",2006,4,0,"share"
"321","shared",2006,4,0,"share"
"322","shares",2006,4,0,"share"
"323","sharing",2006,4,0,"share"
"324","similar",2006,4,0,"similar"
"325","split",2006,4,0,"split"
"326","splits",2006,4,0,"split"
"327","splitting",2006,4,0,"split"
"328","touch",2006,4,1,"touch"
"329","touch",2006,4,1,"touch"
"330","touch",2006,4,1,"touch"
"331","touch",2006,4,1,"touch"
"332","touched",2006,4,0,"touch"
"333","touches",2006,4,0,"touch"
"334","touching",2006,4,1,"touch"
"335","trade",2006,4,0,"trade"
"336","traded",2006,4,0,"trade"
"337","trades",2006,4,0,"trade"
"338","trading",2006,4,0,"trade"
"339","agree",2007,4,0,"agree"
"340","agreed",2007,4,0,"agree"
"341","agreeing",2007,4,0,"agree"
"342","agrees",2007,4,0,"agree"
"343","argue",2007,4,0,"argue"
"344","argued",2007,4,0,"argue"
"345","argues",2007,4,0,"argue"
"346","arguing",2007,4,0,"argue"
"347","attach",2007,4,0,"attach"
"348","attached",2007,4,0,"attach"
"349","attaches",2007,4,0,"attach"
"350","attaching",2007,4,0,"attach"
"351","bump",2007,4,0,"bump"
"352","bumped",2007,4,1,"bump"
"353","bumping",2007,4,0,"bump"
"354","bumps",2007,4,0,"bump"
"355","chat",2007,4,0,"chat"
"356","chats",2007,4,0,"chat"
"357","chatted",2007,4,0,"chat"
"358","chatting",2007,4,0,"chat"
"359","combine",2007,4,0,"combine"
"360","combined",2007,4,0,"combine"
"361","combines",2007,4,0,"combine"
"362","combining",2007,4,0,"combine"
"363","compete",2007,4,0,"compete"
"364","competed",2007,4,0,"compete"
"365","competes",2007,4,0,"compete"
"366","competing",2007,4,0,"compete"
"367","connect",2007,4,0,"connect"
"368","connected",2007,4,0,"connect"
"369","connecting",2007,4,0,"connect"
"370","connects",2007,4,0,"connect"
"371","cooperate",2007,4,0,"cooperate"
"372","cooperated",2007,4,0,"cooperate"
"373","cooperates",2007,4,0,"cooperate"
"374","cooperating",2007,4,0,"cooperate"
"375","crash",2007,4,0,"crash"
"376","crashed",2007,4,1,"crash"
"377","crashes",2007,4,0,"crash"
"378","crashing",2007,4,0,"crash"
"379","differ",2007,4,0,"differ"
"380","differed",2007,4,0,"differ"
"381","differing",2007,4,0,"differ"
"382","differs",2007,4,0,"differ"
"383","disagree",2007,4,0,"disagree"
"384","disagreed",2007,4,0,"disagree"
"385","disagreeing",2007,4,0,"disagree"
"386","equal",2007,4,0,"equal"
"387","equaled",2007,4,0,"equal"
"388","equaling",2007,4,0,"equal"
"389","equals",2007,4,0,"equal"
"390","fight",2007,4,1,"fight"
"391","fight",2007,4,1,"fight"
"392","fighting",2007,4,1,"fight"
"393","fights",2007,4,0,"fight"
"394","fought",2007,4,0,"fight"
"395","friend",2007,4,0,"friend"
"396","friended",2007,4,0,"friend"
"397","friends",2007,4,0,"friend"
"398","hug",2007,4,0,"hug"
"399","hugged",2007,4,0,"hug"
"400","hugging",2007,4,0,"hug"
"401","hugs",2007,4,0,"hug"
"402","join",2007,4,0,"join"
"403","joined",2007,4,0,"join"
"404","joining",2007,4,0,"join"
"405","joins",2007,4,0,"join"
"406","kiss",2007,4,1,"kiss"
"407","kissed",2007,4,0,"kiss"
"408","kisses",2007,4,0,"kiss"
"409","kissing",2007,4,0,"kiss"
"410","married",2007,4,0,"marry"
"411","marries",2007,4,0,"marry"
"412","marry",2007,4,0,"marry"
"413","marrying",2007,4,0,"marry"
"414","match",2007,4,0,"match"
"415","matched",2007,4,0,"match"
"416","matches",2007,4,0,"match"
"417","matching",2007,4,0,"match"
"418","meet",2007,4,1,"meet"
"419","meeting",2007,4,0,"meet"
"420","meets",2007,4,0,"meet"
"421","met",2007,4,1,"meet"
"422","rhyme",2007,4,0,"rhyme"
"423","rhymed",2007,4,0,"rhyme"
"424","rhymes",2007,4,0,"rhyme"
"425","rhyming",2007,4,0,"rhyme"
"426","same",2007,4,0,"same"
"427","separate",2007,4,0,"separate"
"428","separated",2007,4,0,"separate"
"429","separates",2007,4,0,"separate"
"430","separating",2007,4,0,"separate"
"431","share",2007,4,0,"share"
"432","shared",2007,4,0,"share"
"433","shares",2007,4,0,"share"
"434","sharing",2007,4,0,"share"
"435","similar",2007,4,0,"similar"
"436","split",2007,4,0,"split"
"437","splits",2007,4,0,"split"
"438","splitting",2007,4,0,"split"
"439","touch",2007,4,1,"touch"
"440","touch",2007,4,1,"touch"
"441","touch",2007,4,1,"touch"
"442","touch",2007,4,1,"touch"
"443","touch",2007,4,1,"touch"
"444","touch",2007,4,1,"touch"
"445","touch",2007,4,2,"touch"
"446","touch",2007,4,1,"touch"
"447","touch",2007,4,1,"touch"
"448","touch",2007,4,1,"touch"
"449","touched",2007,4,1,"touch"
"450","touches",2007,4,0,"touch"
"451","touching",2007,4,0,"touch"
"452","trade",2007,4,1,"trade"
"453","traded",2007,4,0,"trade"
"454","trades",2007,4,0,"trade"
"455","trading",2007,4,0,"trade"
"456","agree",2020,4,0,"agree"
"457","agreed",2020,4,0,"agree"
"458","agreeing",2020,4,0,"agree"
"459","agrees",2020,4,0,"agree"
"460","argue",2020,4,0,"argue"
"461","argued",2020,4,0,"argue"
"462","argues",2020,4,0,"argue"
"463","arguing",2020,4,0,"argue"
"464","attach",2020,4,0,"attach"
"465","attached",2020,4,0,"attach"
"466","attaches",2020,4,0,"attach"
"467","attaching",2020,4,0,"attach"
"468","bump",2020,4,0,"bump"
"469","bumped",2020,4,0,"bump"
"470","bumping",2020,4,0,"bump"
"471","bumps",2020,4,0,"bump"
"472","chat",2020,4,0,"chat"
"473","chats",2020,4,0,"chat"
"474","chatted",2020,4,0,"chat"
"475","chatting",2020,4,0,"chat"
"476","combine",2020,4,0,"combine"
"477","combined",2020,4,0,"combine"
"478","combines",2020,4,0,"combine"
"479","combining",2020,4,0,"combine"
"480","compete",2020,4,0,"compete"
"481","competed",2020,4,0,"compete"
"482","competes",2020,4,0,"compete"
"483","competing",2020,4,0,"compete"
"484","connect",2020,4,0,"connect"
"485","connected",2020,4,0,"connect"
"486","connecting",2020,4,0,"connect"
"487","connects",2020,4,0,"connect"
"488","cooperate",2020,4,0,"cooperate"
"489","cooperated",2020,4,0,"cooperate"
"490","cooperates",2020,4,0,"cooperate"
"491","cooperating",2020,4,0,"cooperate"
"492","crash",2020,4,0,"crash"
"493","crashed",2020,4,0,"crash"
"494","crashes",2020,4,0,"crash"
"495","crashing",2020,4,0,"crash"
"496","differ",2020,4,0,"differ"
"497","differed",2020,4,0,"differ"
"498","differing",2020,4,0,"differ"
"499","differs",2020,4,0,"differ"
"500","disagree",2020,4,0,"disagree"
"501","disagreed",2020,4,0,"disagree"
"502","disagreeing",2020,4,0,"disagree"
"503","equal",2020,4,0,"equal"
"504","equaled",2020,4,0,"equal"
"505","equaling",2020,4,0,"equal"
"506","equals",2020,4,0,"equal"
"507","fight",2020,4,0,"fight"
"508","fighting",2020,4,1,"fight"
"509","fights",2020,4,0,"fight"
"510","fought",2020,4,0,"fight"
"511","friend",2020,4,0,"friend"
"512","friended",2020,4,0,"friend"
"513","friends",2020,4,0,"friend"
"514","hug",2020,4,0,"hug"
"515","hugged",2020,4,0,"hug"
"516","hugging",2020,4,0,"hug"
"517","hugs",2020,4,0,"hug"
"518","join",2020,4,0,"join"
"519","joined",2020,4,1,"join"
"520","joining",2020,4,0,"join"
"521","joins",2020,4,0,"join"
"522","kiss",2020,4,0,"kiss"
"523","kissed",2020,4,0,"kiss"
"524","kisses",2020,4,0,"kiss"
"525","kissing",2020,4,0,"kiss"
"526","married",2020,4,0,"marry"
"527","marries",2020,4,0,"marry"
"528","marry",2020,4,0,"marry"
"529","marrying",2020,4,0,"marry"
"530","match",2020,4,1,"match"
"531","matched",2020,4,0,"match"
"532","matches",2020,4,0,"match"
"533","matching",2020,4,0,"match"
"534","meet",2020,4,1,"meet"
"535","meeting",2020,4,0,"meet"
"536","meets",2020,4,0,"meet"
"537","met",2020,4,0,"meet"
"538","rhyme",2020,4,0,"rhyme"
"539","rhymed",2020,4,0,"rhyme"
"540","rhymes",2020,4,0,"rhyme"
"541","rhyming",2020,4,0,"rhyme"
"542","same",2020,4,0,"same"
"543","separate",2020,4,0,"separate"
"544","separated",2020,4,0,"separate"
"545","separates",2020,4,0,"separate"
"546","separating",2020,4,0,"separate"
"547","share",2020,4,1,"share"
"548","share",2020,4,1,"share"
"549","shared",2020,4,0,"share"
"550","shares",2020,4,0,"share"
"551","sharing",2020,4,0,"share"
"552","similar",2020,4,0,"similar"
"553","split",2020,4,1,"split"
"554","splits",2020,4,0,"split"
"555","splitting",2020,4,0,"split"
"556","touch",2020,4,2,"touch"
"557","touch",2020,4,1,"touch"
"558","touched",2020,4,0,"touch"
"559","touches",2020,4,0,"touch"
"560","touching",2020,4,1,"touch"
"561","trade",2020,4,0,"trade"
"562","traded",2020,4,0,"trade"
"563","trades",2020,4,0,"trade"
"564","trading",2020,4,0,"trade"
"565","agree",2040,4,0,"agree"
"566","agreed",2040,4,0,"agree"
"567","agreeing",2040,4,0,"agree"
"568","agrees",2040,4,0,"agree"
"569","argue",2040,4,0,"argue"
"570","argued",2040,4,0,"argue"
"571","argues",2040,4,0,"argue"
"572","arguing",2040,4,0,"argue"
"573","attach",2040,4,0,"attach"
"574","attached",2040,4,0,"attach"
"575","attaches",2040,4,0,"attach"
"576","attaching",2040,4,0,"attach"
"577","bump",2040,4,0,"bump"
"578","bumped",2040,4,0,"bump"
"579","bumping",2040,4,0,"bump"
"580","bumps",2040,4,0,"bump"
"581","chat",2040,4,0,"chat"
"582","chats",2040,4,0,"chat"
"583","chatted",2040,4,0,"chat"
"584","chatting",2040,4,0,"chat"
"585","combine",2040,4,0,"combine"
"586","combined",2040,4,0,"combine"
"587","combines",2040,4,0,"combine"
"588","combining",2040,4,0,"combine"
"589","compete",2040,4,0,"compete"
"590","competed",2040,4,0,"compete"
"591","competes",2040,4,0,"compete"
"592","competing",2040,4,0,"compete"
"593","connect",2040,4,0,"connect"
"594","connected",2040,4,0,"connect"
"595","connecting",2040,4,0,"connect"
"596","connects",2040,4,0,"connect"
"597","cooperate",2040,4,0,"cooperate"
"598","cooperated",2040,4,0,"cooperate"
"599","cooperates",2040,4,0,"cooperate"
"600","cooperating",2040,4,0,"cooperate"
"601","crash",2040,4,0,"crash"
"602","crashed",2040,4,0,"crash"
"603","crashes",2040,4,0,"crash"
"604","crashing",2040,4,0,"crash"
"605","differ",2040,4,0,"differ"
"606","differed",2040,4,0,"differ"
"607","differing",2040,4,0,"differ"
"608","differs",2040,4,0,"differ"
"609","disagree",2040,4,0,"disagree"
"610","disagreed",2040,4,0,"disagree"
"611","disagreeing",2040,4,0,"disagree"
"612","equal",2040,4,0,"equal"
"613","equaled",2040,4,0,"equal"
"614","equaling",2040,4,0,"equal"
"615","equals",2040,4,0,"equal"
"616","fight",2040,4,0,"fight"
"617","fighting",2040,4,1,"fight"
"618","fighting",2040,4,1,"fight"
"619","fighting",2040,4,1,"fight"
"620","fighting",2040,4,1,"fight"
"621","fights",2040,4,1,"fight"
"622","fought",2040,4,0,"fight"
"623","friend",2040,4,0,"friend"
"624","friended",2040,4,0,"friend"
"625","friends",2040,4,0,"friend"
"626","hug",2040,4,0,"hug"
"627","hugged",2040,4,0,"hug"
"628","hugging",2040,4,0,"hug"
"629","hugs",2040,4,0,"hug"
"630","join",2040,4,0,"join"
"631","joined",2040,4,0,"join"
"632","joining",2040,4,0,"join"
"633","joins",2040,4,0,"join"
"634","kiss",2040,4,1,"kiss"
"635","kiss",2040,4,1,"kiss"
"636","kiss",2040,4,1,"kiss"
"637","kissed",2040,4,0,"kiss"
"638","kisses",2040,4,0,"kiss"
"639","kissing",2040,4,1,"kiss"
"640","married",2040,4,0,"marry"
"641","marries",2040,4,0,"marry"
"642","marry",2040,4,0,"marry"
"643","marrying",2040,4,0,"marry"
"644","match",2040,4,0,"match"
"645","matched",2040,4,0,"match"
"646","matches",2040,4,0,"match"
"647","matching",2040,4,0,"match"
"648","meet",2040,4,1,"meet"
"649","meeting",2040,4,0,"meet"
"650","meets",2040,4,0,"meet"
"651","met",2040,4,0,"meet"
"652","rhyme",2040,4,0,"rhyme"
"653","rhymed",2040,4,0,"rhyme"
"654","rhymes",2040,4,0,"rhyme"
"655","rhyming",2040,4,0,"rhyme"
"656","same",2040,4,0,"same"
"657","separate",2040,4,1,"separate"
"658","separated",2040,4,0,"separate"
"659","separates",2040,4,0,"separate"
"660","separating",2040,4,0,"separate"
"661","share",2040,4,0,"share"
"662","shared",2040,4,0,"share"
"663","shares",2040,4,0,"share"
"664","sharing",2040,4,0,"share"
"665","similar",2040,4,0,"similar"
"666","split",2040,4,0,"split"
"667","splits",2040,4,0,"split"
"668","splitting",2040,4,0,"split"
"669","touch",2040,4,1,"touch"
"670","touch",2040,4,1,"touch"
"671","touch",2040,4,1,"touch"
"672","touch",2040,4,1,"touch"
"673","touch",2040,4,1,"touch"
"674","touch",2040,4,1,"touch"
"675","touch",2040,4,1,"touch"
"676","touched",2040,4,0,"touch"
"677","touches",2040,4,0,"touch"
"678","touching",2040,4,2,"touch"
"679","trade",2040,4,0,"trade"
"680","traded",2040,4,0,"trade"
"681","trades",2040,4,0,"trade"
"682","trading",2040,4,0,"trade"
"683","agree",2053,4,0,"agree"
"684","agreed",2053,4,0,"agree"
"685","agreeing",2053,4,0,"agree"
"686","agrees",2053,4,0,"agree"
"687","argue",2053,4,0,"argue"
"688","argued",2053,4,0,"argue"
"689","argues",2053,4,0,"argue"
"690","arguing",2053,4,0,"argue"
"691","attach",2053,4,0,"attach"
"692","attached",2053,4,0,"attach"
"693","attaches",2053,4,0,"attach"
"694","attaching",2053,4,0,"attach"
"695","bump",2053,4,0,"bump"
"696","bumped",2053,4,0,"bump"
"697","bumping",2053,4,0,"bump"
"698","bumps",2053,4,0,"bump"
"699","chat",2053,4,0,"chat"
"700","chats",2053,4,0,"chat"
"701","chatted",2053,4,0,"chat"
"702","chatting",2053,4,0,"chat"
"703","combine",2053,4,0,"combine"
"704","combined",2053,4,0,"combine"
"705","combines",2053,4,0,"combine"
"706","combining",2053,4,0,"combine"
"707","compete",2053,4,0,"compete"
"708","competed",2053,4,0,"compete"
"709","competes",2053,4,0,"compete"
"710","competing",2053,4,0,"compete"
"711","connect",2053,4,0,"connect"
"712","connected",2053,4,0,"connect"
"713","connecting",2053,4,0,"connect"
"714","connects",2053,4,0,"connect"
"715","cooperate",2053,4,0,"cooperate"
"716","cooperated",2053,4,0,"cooperate"
"717","cooperates",2053,4,0,"cooperate"
"718","cooperating",2053,4,0,"cooperate"
"719","crash",2053,4,0,"crash"
"720","crashed",2053,4,0,"crash"
"721","crashes",2053,4,0,"crash"
"722","crashing",2053,4,0,"crash"
"723","differ",2053,4,0,"differ"
"724","differed",2053,4,0,"differ"
"725","differing",2053,4,0,"differ"
"726","differs",2053,4,0,"differ"
"727","disagree",2053,4,0,"disagree"
"728","disagreed",2053,4,0,"disagree"
"729","disagreeing",2053,4,0,"disagree"
"730","equal",2053,4,0,"equal"
"731","equaled",2053,4,0,"equal"
"732","equaling",2053,4,0,"equal"
"733","equals",2053,4,0,"equal"
"734","fight",2053,4,0,"fight"
"735","fighting",2053,4,1,"fight"
"736","fights",2053,4,0,"fight"
"737","fought",2053,4,0,"fight"
"738","friend",2053,4,0,"friend"
"739","friended",2053,4,0,"friend"
"740","friends",2053,4,0,"friend"
"741","hug",2053,4,0,"hug"
"742","hugged",2053,4,0,"hug"
"743","hugging",2053,4,0,"hug"
"744","hugs",2053,4,0,"hug"
"745","join",2053,4,0,"join"
"746","joined",2053,4,0,"join"
"747","joining",2053,4,0,"join"
"748","joins",2053,4,0,"join"
"749","kiss",2053,4,0,"kiss"
"750","kissed",2053,4,0,"kiss"
"751","kisses",2053,4,0,"kiss"
"752","kissing",2053,4,0,"kiss"
"753","married",2053,4,0,"marry"
"754","marries",2053,4,0,"marry"
